p_name,m_name
ラグラージ,たいあたり
ポチエナ,たいあたり
グラエナ,たいあたり
ジグザグマ,たいあたり
マッスグマ,たいあたり
ケムッソ,たいあたり
キノココ,たいあたり
キノガッサ,たいあたり
マクノシタ,たいあたり
ハリテヤマ,たいあたり
ノズパス,たいあたり
エネコ,たいあたり
ココドラ,たいあたり
コドラ,たいあたり
ボスゴドラ,たいあたり
ラクライ,たいあたり
ライボルト,たいあたり
バルビート,たいあたり
イルミーゼ,たいあたり
ドンメル,たいあたり
バクーダ,たいあたり
パッチール,たいあたり
ルナトーン,たいあたり
ソルロック,たいあたり
ヒンバス,たいあたり
ポワルン,たいあたり
ジーランス,たいあたり
ラブカス,たいあたり
ハヤシガメ,たいあたり
ドダイトス,たいあたり
ポッタイシ,たいあたり
ムックル,たいあたり
ムクバード,たいあたり
ムクホーク,たいあたり
ビッパ,たいあたり
ビーダル,たいあたり
コリンク,たいあたり
ルクシオ,たいあたり
レントラー,たいあたり
タテトプス,たいあたり
トリデプス,たいあたり
ミノムッチ,たいあたり
ミノマダム（くさきのミノ）,たいあたり
ミノマダム（ゴミのミノ）,たいあたり
ミノマダム（すなちのミノ）,たいあたり
ガーメイル,たいあたり
チェリンボ,たいあたり
チェリム,たいあたり
ドーミラー,たいあたり
ドータクン,たいあたり
フカマル,たいあたり
ガバイト,たいあたり
ガブリアス,たいあたり
ゴンベ,たいあたり
ヒポポタス,たいあたり
カバルドン,たいあたり
タマンタ,たいあたり
ジバコイル,たいあたり
メガヤンマ,たいあたり
リーフィア,たいあたり
グレイシア,たいあたり
マンムー,たいあたり
ポリゴンZ,たいあたり
ダイノーズ,たいあたり
ツタージャ,たいあたり
ジャノビー,たいあたり
ジャローダ,たいあたり
ポカブ,たいあたり
チャオブー,たいあたり
エンブオー,たいあたり
ミジュマル,たいあたり
フタチマル,たいあたり
ダイケンキ,たいあたり
ミネズミ,たいあたり
ミルホッグ,たいあたり
ヨーテリー,たいあたり
ハーデリア,たいあたり
ムーランド,たいあたり
ダンゴロ,たいあたり
ガントル,たいあたり
ギガイアス,たいあたり
クルミル,たいあたり
クルマユ,たいあたり
ハハコモリ,たいあたり
バスラオ,たいあたり
ダルマッカ,たいあたり
ヒヒダルマ,たいあたり
シキジカ,たいあたり
メブキジカ,たいあたり
テッシード,たいあたり
ナットレイ,たいあたり
シビシラス,たいあたり
シビビール,たいあたり
シビルドン,たいあたり
マッギョ,たいあたり
クイタラン,たいあたり
モノズ,たいあたり
ジヘッド,たいあたり
サザンドラ,たいあたり
ハリマロン,たいあたり
ハリボーグ,たいあたり
ブリガロン,たいあたり
ホルビー,たいあたり
ホルード,たいあたり
ヤヤコマ,たいあたり
ヒノヤコマ,たいあたり
ファイアロー,たいあたり
コフキムシ,たいあたり
コフーライ,たいあたり
ビビヨン,たいあたり
シシコ,たいあたり
カエンジシ,たいあたり
フラベベ,たいあたり
フラエッテ,たいあたり
フラージェス,たいあたり
メェークル,たいあたり
ゴーゴート,たいあたり
ヤンチャム,たいあたり
ゴロンダ,たいあたり
トリミアン,たいあたり
ヒトツキ,たいあたり
ニダンギル,たいあたり
ペロッパフ,たいあたり
ペロリーム,たいあたり
マーイーカ,たいあたり
カラマネロ,たいあたり
クズモー,たいあたり
ドラミドロ,たいあたり
チゴラス,たいあたり
ガチゴラス,たいあたり
ニンフィア,たいあたり
ルチャブル,たいあたり
デデンネ,たいあたり
メレシー,たいあたり
ヌメラ,たいあたり
ヌメイル,たいあたり
ヌメルゴン,たいあたり
クレッフィ,たいあたり
ボクレー,たいあたり
オーロット,たいあたり
カチコール,たいあたり
クレベース,たいあたり
オンバット,たいあたり
オンバーン,たいあたり
ディアンシー,たいあたり
モクロー,たいあたり
フクスロー,たいあたり
ジュナイパー,たいあたり
ヤングース,たいあたり
デカグース,たいあたり
イワンコ,たいあたり
ルガルガン（たそがれのすがた）,たいあたり
ルガルガン（まひるのすがた）,たいあたり
ルガルガン（まよなかのすがた）,たいあたり
ヌイコグマ,たいあたり
キテルグマ,たいあたり
ナゲツケサル,たいあたり
タイプ:ヌル,たいあたり
シルヴァディ,たいあたり
メテノ,たいあたり
メテノ（中身）,たいあたり
バクガメス,たいあたり
トゲデマル,たいあたり
ジャラコ,たいあたり
ジャランゴ,たいあたり
ジャラランガ,たいあたり
テッカグヤ,たいあたり
ツンデツンデ,たいあたり
アローライシツブテ,だいばくはつ
イシツブテ,だいばくはつ
アローラゴローン,だいばくはつ
ゴローン,だいばくはつ
アローラゴローニャ,だいばくはつ
ゴローニャ,だいばくはつ
コイル,だいばくはつ
レアコイル,だいばくはつ
アローラベトベター,だいばくはつ
ベトベター,だいばくはつ
アローラベトベトン,だいばくはつ
ベトベトン,だいばくはつ
シェルダー,だいばくはつ
パルシェン,だいばくはつ
ゴース,だいばくはつ
ゴースト,だいばくはつ
ゲンガー,だいばくはつ
イワーク,だいばくはつ
ビリリダマ,だいばくはつ
マルマイン,だいばくはつ
タマタマ,だいばくはつ
アローラナッシー,だいばくはつ
ナッシー,だいばくはつ
ドガース,だいばくはつ
マタドガス,だいばくはつ
ミュウ,だいばくはつ
ウソッキー,だいばくはつ
クヌギダマ,だいばくはつ
フォレトス,だいばくはつ
ハガネール,だいばくはつ
ハリーセン,だいばくはつ
マグカルゴ,だいばくはつ
サニーゴ,だいばくはつ
タネボー,だいばくはつ
コノハナ,だいばくはつ
ダーテング,だいばくはつ
ノズパス,だいばくはつ
ゴクリン,だいばくはつ
マルノーム,だいばくはつ
バクーダ,だいばくはつ
コータス,だいばくはつ
ルナトーン,だいばくはつ
ソルロック,だいばくはつ
ヤジロン,だいばくはつ
ネンドール,だいばくはつ
オニゴーリ,だいばくはつ
メタング,だいばくはつ
メタグロス,だいばくはつ
レジロック,だいばくはつ
レジアイス,だいばくはつ
レジスチル,だいばくはつ
フワンテ,だいばくはつ
フワライド,だいばくはつ
スカンプー,だいばくはつ
スカタンク,だいばくはつ
ドータクン,だいばくはつ
ウソハチ,だいばくはつ
ジバコイル,だいばくはつ
ベロベルト,だいばくはつ
ダイノーズ,だいばくはつ
アグノム,だいばくはつ
ヒードラン,だいばくはつ
ダンゴロ,だいばくはつ
ガントル,だいばくはつ
ギガイアス,だいばくはつ
ヤブクロン,だいばくはつ
ダストダス,だいばくはつ
ユニラン,だいばくはつ
ダブラン,だいばくはつ
ランクルス,だいばくはつ
バニプッチ,だいばくはつ
バニリッチ,だいばくはつ
バイバニラ,だいばくはつ
テッシード,だいばくはつ
ナットレイ,だいばくはつ
フリージオ,だいばくはつ
ランドロス（けしんフォルム）,だいばくはつ
ランドロス（れいじゅうフォルム）,だいばくはつ
ゲノセクト,だいばくはつ
メレシー,だいばくはつ
バケッチャ,だいばくはつ
パンプジン,だいばくはつ
ディアンシー,だいばくはつ
シルヴァディ,だいばくはつ
メテノ,だいばくはつ
メテノ（中身）,だいばくはつ
バクガメス,だいばくはつ
テッカグヤ,だいばくはつ
マギアナ,だいばくはつ
ズガドーン,だいばくはつ
パウワウ,ダイビング
ジュゴン,ダイビング
スイクン,ダイビング
ルギア,ダイビング
サメハダー,ダイビング
ホエルコ,ダイビング
ホエルオー,ダイビング
ハンテール,ダイビング
サクラビス,ダイビング
ジーランス,ダイビング
ポッチャマ,ダイビング
ポッタイシ,ダイビング
ビーダル,ダイビング
ブイゼル,ダイビング
フローゼル,ダイビング
タマンタ,ダイビング
パルキア,ダイビング
フィオネ,ダイビング
マナフィ,ダイビング
アルセウス,ダイビング
ミジュマル,ダイビング
フタチマル,ダイビング
ダイケンキ,ダイビング
ヒヤップ,ダイビング
ヒヤッキー,ダイビング
バスラオ,ダイビング
コアルヒー,ダイビング
スワンナ,ダイビング
プルリル,ダイビング
ブルンゲル,ダイビング
ツンベアー,ダイビング
ケロマツ,ダイビング
ゲコガシラ,ダイビング
ゲッコウガ,ダイビング
クズモー,ダイビング
ドラミドロ,ダイビング
ウデッポウ,ダイビング
ブロスター,ダイビング
ヨワシ（たんどくのすがた）,ダイビング
ヨワシ（むれのすがた）,ダイビング
ディアンシー,ダイヤストーム
ゼニガメ,たきのぼり
カメール,たきのぼり
カメックス,たきのぼり
コダック,たきのぼり
ゴルダック,たきのぼり
ニョロモ,たきのぼり
ニョロゾ,たきのぼり
ニョロボン,たきのぼり
メノクラゲ,たきのぼり
ドククラゲ,たきのぼり
パウワウ,たきのぼり
ジュゴン,たきのぼり
タッツー,たきのぼり
シードラ,たきのぼり
トサキント,たきのぼり
アズマオウ,たきのぼり
ヒトデマン,たきのぼり
スターミー,たきのぼり
ギャラドス,たきのぼり
ラプラス,たきのぼり
シャワーズ,たきのぼり
オムナイト,たきのぼり
オムスター,たきのぼり
カブト,たきのぼり
カブトプス,たきのぼり
ミニリュウ,たきのぼり
ハクリュー,たきのぼり
カイリュー,たきのぼり
ワニノコ,たきのぼり
アリゲイツ,たきのぼり
オーダイル,たきのぼり
チョンチー,たきのぼり
ランターン,たきのぼり
マリル,たきのぼり
マリルリ,たきのぼり
ニョロトノ,たきのぼり
ウパー,たきのぼり
ヌオー,たきのぼり
ハリーセン,たきのぼり
テッポウオ,たきのぼり
オクタン,たきのぼり
マンタイン,たきのぼり
キングドラ,たきのぼり
スイクン,たきのぼり
ルギア,たきのぼり
ミズゴロウ,たきのぼり
ヌマクロー,たきのぼり
ラグラージ,たきのぼり
ハスブレロ,たきのぼり
ルンパッパ,たきのぼり
ルリリ,たきのぼり
キバニア,たきのぼり
サメハダー,たきのぼり
ホエルコ,たきのぼり
ホエルオー,たきのぼり
ドジョッチ,たきのぼり
ナマズン,たきのぼり
